"Experiment","Phase","Subject","Cue","CondType","Trials","Rating"
"Experiment 2","Phase 1","26","n","negative",2,-30
"Experiment 2","Phase 1","27","n","negative",2,18
"Experiment 2","Phase 1","28","n","negative",2,40
"Experiment 2","Phase 1","29","n","negative",2,-40
"Experiment 2","Phase 1","30","n","negative",2,-60
"Experiment 2","Phase 1","31","n","negative",2,-60
"Experiment 2","Phase 1","32","n","negative",2,-77
"Experiment 2","Phase 1","33","n","negative",2,0
"Experiment 2","Phase 1","34","n","negative",2,-28
"Experiment 2","Phase 1","1","p","positive",2,73
"Experiment 2","Phase 1","2","p","positive",2,30
"Experiment 2","Phase 1","3","p","positive",2,40
"Experiment 2","Phase 1","4","p","positive",2,65
"Experiment 2","Phase 1","5","p","positive",2,60
"Experiment 2","Phase 1","6","p","positive",2,52
"Experiment 2","Phase 1","7","p","positive",2,46
"Experiment 2","Phase 1","8","p","positive",2,43
"Experiment 2","Phase 1","9","p","positive",2,43
"Experiment 2","Phase 1","10","p","positive",2,26
"Experiment 2","Phase 1","11","p","positive",2,100
"Experiment 2","Phase 1","12","p","positive",2,47
"Experiment 2","Phase 1","13","p","positive",2,74
"Experiment 2","Phase 1","14","p","positive",2,60
"Experiment 2","Phase 1","15","p","positive",2,30
"Experiment 2","Phase 1","16","p","positive",2,-27
"Experiment 2","Phase 1","17","p","positive",2,58
"Experiment 2","Phase 1","18","p","positive",2,20
"Experiment 2","Phase 1","19","p","positive",2,89
"Experiment 2","Phase 1","20","p","positive",2,60
"Experiment 2","Phase 1","21","p","positive",2,37
"Experiment 2","Phase 1","22","p","positive",2,60
"Experiment 2","Phase 1","23","p","positive",2,51
"Experiment 2","Phase 1","24","p","positive",2,49
"Experiment 2","Phase 1","25","p","positive",2,96
"Experiment 2","Phase 1","26","p","positive",2,89
"Experiment 2","Phase 1","27","p","positive",2,19
"Experiment 2","Phase 1","28","p","positive",2,20
"Experiment 2","Phase 1","29","p","positive",2,16
"Experiment 2","Phase 1","30","p","positive",2,67
"Experiment 2","Phase 1","31","p","positive",2,40
"Experiment 2","Phase 1","32","p","positive",2,72
"Experiment 2","Phase 1","33","p","positive",2,40
"Experiment 2","Phase 1","34","p","positive",2,38
"Experiment 2","Phase 1","1","u","positive",2,24.5
"Experiment 2","Phase 1","2","u","positive",2,26
"Experiment 2","Phase 1","3","u","positive",2,50
"Experiment 2","Phase 1","4","u","positive",2,-37
"Experiment 2","Phase 1","5","u","positive",2,50
"Experiment 2","Phase 1","6","u","positive",2,76.5
"Experiment 2","Phase 1","7","u","positive",2,25
"Experiment 2","Phase 1","8","u","positive",2,-67
"Experiment 2","Phase 1","9","u","positive",2,-38.5
"Experiment 2","Phase 1","10","u","positive",2,49.5
"Experiment 2","Phase 1","11","u","positive",2,60
"Experiment 2","Phase 1","12","u","positive",2,-0.5
"Experiment 2","Phase 1","13","u","positive",2,84.5
"Experiment 2","Phase 1","14","u","positive",2,-3.5
"Experiment 2","Phase 1","15","u","positive",2,11.5
"Experiment 2","Phase 1","16","u","positive",2,-30.5
"Experiment 2","Phase 1","17","u","positive",2,48
"Experiment 2","Phase 1","18","u","positive",2,40
"Experiment 2","Phase 1","19","u","positive",2,51.5
"Experiment 2","Phase 1","20","u","positive",2,50
"Experiment 2","Phase 1","21","u","positive",2,81
"Experiment 2","Phase 1","22","u","positive",2,-26.5
"Experiment 2","Phase 1","23","u","positive",2,34.5
"Experiment 2","Phase 1","24","u","positive",2,-54
"Experiment 2","Phase 1","25","u","positive",2,-100
"Experiment 2","Phase 1","26","u","positive",2,40
"Experiment 2","Phase 1","27","u","positive",2,3.5
"Experiment 2","Phase 1","28","u","positive",2,50
"Experiment 2","Phase 1","29","u","positive",2,3
"Experiment 2","Phase 1","30","u","positive",2,12.5
"Experiment 2","Phase 1","31","u","positive",2,30
"Experiment 2","Phase 1","32","u","positive",2,21.5
"Experiment 2","Phase 1","33","u","positive",2,96
"Experiment 2","Phase 1","34","u","positive",2,7.5
"Experiment 2","Phase 1","1","v","negative",2,-57
"Experiment 2","Phase 1","2","v","negative",2,100
"Experiment 2","Phase 1","3","v","negative",2,-20
"Experiment 2","Phase 1","4","v","negative",2,-100
"Experiment 2","Phase 1","5","v","negative",2,-60
"Experiment 2","Phase 1","6","v","negative",2,-100
"Experiment 2","Phase 1","7","v","negative",2,-41
"Experiment 2","Phase 1","8","v","negative",2,-34
"Experiment 2","Phase 1","9","v","negative",2,44
"Experiment 2","Phase 1","10","v","negative",2,-42
"Experiment 2","Phase 1","11","v","negative",2,-55
"Experiment 2","Phase 1","12","v","negative",2,-37
"Experiment 2","Phase 1","13","v","negative",2,-85
"Experiment 2","Phase 1","14","v","negative",2,-54
"Experiment 2","Phase 1","15","v","negative",2,-44
"Experiment 2","Phase 1","16","v","negative",2,-30
"Experiment 2","Phase 1","17","v","negative",2,58
"Experiment 2","Phase 1","18","v","negative",2,-20
"Experiment 2","Phase 1","19","v","negative",2,-51
"Experiment 2","Phase 1","20","v","negative",2,20
"Experiment 2","Phase 1","21","v","negative",2,-66
"Experiment 2","Phase 1","22","v","negative",2,-81
"Experiment 2","Phase 1","23","v","negative",2,-23
"Experiment 2","Phase 1","24","v","negative",2,-39
"Experiment 2","Phase 1","25","v","negative",2,-100
"Experiment 2","Phase 1","26","v","negative",2,40
"Experiment 2","Phase 1","27","v","negative",2,-39
"Experiment 2","Phase 1","28","v","negative",2,-40
"Experiment 2","Phase 1","29","v","negative",2,-76
"Experiment 2","Phase 1","30","v","negative",2,-62
"Experiment 2","Phase 1","31","v","negative",2,-60
"Experiment 2","Phase 1","32","v","negative",2,-24
"Experiment 2","Phase 1","33","v","negative",2,-100
"Experiment 2","Phase 1","34","v","negative",2,-40
"Experiment 1","Phase 1","1","n","negative",3,0
"Experiment 1","Phase 1","2","n","negative",3,-50
"Experiment 1","Phase 1","3","n","negative",3,-52
"Experiment 1","Phase 1","4","n","negative",3,-65
"Experiment 1","Phase 1","5","n","negative",3,-45
"Experiment 1","Phase 1","6","n","negative",3,-40
"Experiment 1","Phase 1","7","n","negative",3,-100
"Experiment 1","Phase 1","8","n","negative",3,-50
"Experiment 1","Phase 1","9","n","negative",3,-51
"Experiment 1","Phase 1","10","n","negative",3,-80
"Experiment 1","Phase 1","11","n","negative",3,-40
"Experiment 1","Phase 1","12","n","negative",3,14
"Experiment 1","Phase 1","13","n","negative",3,-49
"Experiment 1","Phase 1","14","n","negative",3,-34
"Experiment 1","Phase 1","15","n","negative",3,-48
"Experiment 1","Phase 1","16","n","negative",3,-60
"Experiment 1","Phase 1","17","n","negative",3,-47
"Experiment 1","Phase 1","18","n","negative",3,-80
"Experiment 1","Phase 1","19","n","negative",3,-97
"Experiment 1","Phase 1","20","n","negative",3,-45
"Experiment 1","Phase 1","21","n","negative",3,-100
"Experiment 1","Phase 1","22","n","negative",3,-70
"Experiment 1","Phase 1","23","n","negative",3,45
"Experiment 1","Phase 1","24","n","negative",3,-100
"Experiment 1","Phase 1","25","n","negative",3,30
"Experiment 1","Phase 1","26","n","negative",3,0
"Experiment 1","Phase 1","27","n","negative",3,-40
"Experiment 1","Phase 1","28","n","negative",3,-46
"Experiment 1","Phase 1","29","n","negative",3,-68
"Experiment 1","Phase 1","30","n","negative",3,26
"Experiment 1","Phase 1","31","n","negative",3,-58
"Experiment 1","Phase 1","32","n","negative",3,33
"Experiment 1","Phase 1","33","n","negative",3,-39
"Experiment 1","Phase 1","34","n","negative",3,-26
"Experiment 1","Phase 1","35","n","negative",3,-15
"Experiment 1","Phase 1","36","n","negative",3,-53
"Experiment 1","Phase 1","37","n","negative",3,-40
"Experiment 1","Phase 1","38","n","negative",3,-22
"Experiment 1","Phase 1","39","n","negative",3,-60
"Experiment 1","Phase 1","40","n","negative",3,-100
"Experiment 1","Phase 1","41","n","negative",3,-59
"Experiment 1","Phase 1","42","n","negative",3,-60
"Experiment 1","Phase 1","43","n","negative",3,-70
"Experiment 1","Phase 1","44","n","negative",3,-80
"Experiment 1","Phase 1","45","n","negative",3,-88
"Experiment 1","Phase 1","46","n","negative",3,17
"Experiment 1","Phase 1","47","n","negative",3,-55
"Experiment 1","Phase 1","1","p","positive",3,74
"Experiment 1","Phase 1","2","p","positive",3,14
"Experiment 1","Phase 1","3","p","positive",3,36
"Experiment 1","Phase 1","4","p","positive",3,51
"Experiment 1","Phase 1","5","p","positive",3,23
"Experiment 1","Phase 1","6","p","positive",3,40
"Experiment 1","Phase 1","7","p","positive",3,100
"Experiment 1","Phase 1","8","p","positive",3,36
"Experiment 1","Phase 1","9","p","positive",3,100
"Experiment 1","Phase 1","10","p","positive",3,60
"Experiment 1","Phase 1","11","p","positive",3,40
"Experiment 1","Phase 1","12","p","positive",3,61
"Experiment 1","Phase 1","13","p","positive",3,53
"Experiment 1","Phase 1","14","p","positive",3,48
"Experiment 1","Phase 1","15","p","positive",3,-40
"Experiment 1","Phase 1","16","p","positive",3,60
"Experiment 1","Phase 1","17","p","positive",3,15
"Experiment 1","Phase 1","18","p","positive",3,60
"Experiment 1","Phase 1","19","p","positive",3,57
"Experiment 1","Phase 1","20","p","positive",3,82
"Experiment 1","Phase 1","21","p","positive",3,100
"Experiment 1","Phase 1","22","p","positive",3,100
"Experiment 1","Phase 1","23","p","positive",3,46
"Experiment 1","Phase 1","24","p","positive",3,100
"Experiment 1","Phase 1","25","p","positive",3,58
"Experiment 1","Phase 1","26","p","positive",3,80
"Experiment 1","Phase 1","27","p","positive",3,20
"Experiment 1","Phase 1","28","p","positive",3,36
"Experiment 1","Phase 1","29","p","positive",3,58
"Experiment 1","Phase 1","30","p","positive",3,16
"Experiment 1","Phase 1","31","p","positive",3,-14
"Experiment 1","Phase 1","32","p","positive",3,29
"Experiment 1","Phase 1","33","p","positive",3,44
"Experiment 1","Phase 1","34","p","positive",3,51
"Experiment 1","Phase 1","35","p","positive",3,26
"Experiment 1","Phase 1","36","p","positive",3,82
"Experiment 1","Phase 1","37","p","positive",3,40
"Experiment 1","Phase 1","38","p","positive",3,40
"Experiment 1","Phase 1","39","p","positive",3,77
"Experiment 1","Phase 1","40","p","positive",3,40
"Experiment 1","Phase 1","41","p","positive",3,45
"Experiment 1","Phase 1","42","p","positive",3,40
"Experiment 1","Phase 1","43","p","positive",3,64
"Experiment 1","Phase 1","44","p","positive",3,60
"Experiment 1","Phase 1","45","p","positive",3,84
"Experiment 1","Phase 1","46","p","positive",3,35
"Experiment 1","Phase 1","47","p","positive",3,100
"Experiment 1","Phase 1","1","u","positive",3,28.5
"Experiment 1","Phase 1","2","u","positive",3,50
"Experiment 1","Phase 1","3","u","positive",3,-6
"Experiment 1","Phase 1","4","u","positive",3,50
"Experiment 1","Phase 1","5","u","positive",3,-4
"Experiment 1","Phase 1","6","u","positive",3,0
"Experiment 1","Phase 1","7","u","positive",3,100
"Experiment 1","Phase 1","8","u","positive",3,23
"Experiment 1","Phase 1","9","u","positive",3,33
"Experiment 1","Phase 1","10","u","positive",3,40
"Experiment 1","Phase 1","11","u","positive",3,10
"Experiment 1","Phase 1","12","u","positive",3,31
"Experiment 1","Phase 1","13","u","positive",3,4.5
"Experiment 1","Phase 1","14","u","positive",3,11.5
"Experiment 1","Phase 1","15","u","positive",3,9.5
"Experiment 1","Phase 1","16","u","positive",3,40
"Experiment 1","Phase 1","17","u","positive",3,40
"Experiment 1","Phase 1","18","u","positive",3,80
"Experiment 1","Phase 1","19","u","positive",3,42.5
"Experiment 1","Phase 1","20","u","positive",3,54
"Experiment 1","Phase 1","21","u","positive",3,-100
"Experiment 1","Phase 1","22","u","positive",3,-69
"Experiment 1","Phase 1","23","u","positive",3,46
"Experiment 1","Phase 1","24","u","positive",3,62
"Experiment 1","Phase 1","25","u","positive",3,47
"Experiment 1","Phase 1","26","u","positive",3,-30
"Experiment 1","Phase 1","27","u","positive",3,30
"Experiment 1","Phase 1","28","u","positive",3,34.5
"Experiment 1","Phase 1","29","u","positive",3,47.5
"Experiment 1","Phase 1","30","u","positive",3,-10
"Experiment 1","Phase 1","31","u","positive",3,39.5
"Experiment 1","Phase 1","32","u","positive",3,27.5
"Experiment 1","Phase 1","33","u","positive",3,0
"Experiment 1","Phase 1","34","u","positive",3,-9
"Experiment 1","Phase 1","35","u","positive",3,6.5
"Experiment 1","Phase 1","36","u","positive",3,-18.5
"Experiment 1","Phase 1","37","u","positive",3,-10
"Experiment 1","Phase 1","38","u","positive",3,42
"Experiment 1","Phase 1","39","u","positive",3,78
"Experiment 1","Phase 1","40","u","positive",3,80
"Experiment 1","Phase 1","41","u","positive",3,23.5
"Experiment 1","Phase 1","42","u","positive",3,30.5
"Experiment 1","Phase 1","43","u","positive",3,64
"Experiment 1","Phase 1","44","u","positive",3,-10
"Experiment 1","Phase 1","45","u","positive",3,79
"Experiment 1","Phase 1","46","u","positive",3,24.5
"Experiment 1","Phase 1","47","u","positive",3,23
"Experiment 1","Phase 1","1","v","negative",3,-50
"Experiment 1","Phase 1","2","v","negative",3,-24
"Experiment 1","Phase 1","3","v","negative",3,10.5
"Experiment 1","Phase 1","4","v","negative",3,-23.5
"Experiment 1","Phase 1","5","v","negative",3,-61.5
"Experiment 1","Phase 1","6","v","negative",3,-20
"Experiment 1","Phase 1","7","v","negative",3,8.5
"Experiment 1","Phase 1","8","v","negative",3,0
"Experiment 1","Phase 1","9","v","negative",3,-51.5
"Experiment 1","Phase 1","10","v","negative",3,-40
"Experiment 1","Phase 1","11","v","negative",3,-20
"Experiment 1","Phase 1","12","v","negative",3,-46
"Experiment 1","Phase 1","13","v","negative",3,-0.5
"Experiment 1","Phase 1","14","v","negative",3,-10.5
"Experiment 1","Phase 1","15","v","negative",3,-45
"Experiment 1","Phase 1","16","v","negative",3,70
"Experiment 1","Phase 1","17","v","negative",3,-9
"Experiment 1","Phase 1","18","v","negative",3,0
"Experiment 1","Phase 1","19","v","negative",3,-42
"Experiment 1","Phase 1","20","v","negative",3,-52
"Experiment 1","Phase 1","21","v","negative",3,-100
"Experiment 1","Phase 1","22","v","negative",3,-100
"Experiment 1","Phase 1","23","v","negative",3,-27
"Experiment 1","Phase 1","24","v","negative",3,-27.5
"Experiment 1","Phase 1","25","v","negative",3,-43
"Experiment 1","Phase 1","26","v","negative",3,-20
"Experiment 1","Phase 1","27","v","negative",3,0
"Experiment 1","Phase 1","28","v","negative",3,-25
"Experiment 1","Phase 1","29","v","negative",3,-46
"Experiment 1","Phase 1","30","v","negative",3,-3
"Experiment 1","Phase 1","31","v","negative",3,-6.5
"Experiment 1","Phase 1","32","v","negative",3,33
"Experiment 1","Phase 1","33","v","negative",3,-24
"Experiment 1","Phase 1","34","v","negative",3,-23.5
"Experiment 1","Phase 1","35","v","negative",3,20
"Experiment 1","Phase 1","36","v","negative",3,12
"Experiment 1","Phase 1","37","v","negative",3,10
"Experiment 1","Phase 1","38","v","negative",3,-20
"Experiment 1","Phase 1","39","v","negative",3,-97.5
"Experiment 1","Phase 1","40","v","negative",3,-50
"Experiment 1","Phase 1","41","v","negative",3,-27.5
"Experiment 1","Phase 1","42","v","negative",3,-30
"Experiment 1","Phase 1","43","v","negative",3,-56.5
"Experiment 1","Phase 1","44","v","negative",3,-50
"Experiment 1","Phase 1","45","v","negative",3,36
"Experiment 1","Phase 1","46","v","negative",3,0
"Experiment 1","Phase 1","47","v","negative",3,23
"Experiment 2","Phase 1","1","n","negative",3,-57
"Experiment 2","Phase 1","2","n","negative",3,37
"Experiment 2","Phase 1","3","n","negative",3,-80
"Experiment 2","Phase 1","4","n","negative",3,-41
"Experiment 2","Phase 1","5","n","negative",3,-40
"Experiment 2","Phase 1","6","n","negative",3,-65
"Experiment 2","Phase 1","7","n","negative",3,-16
"Experiment 2","Phase 1","8","n","negative",3,15
"Experiment 2","Phase 1","9","n","negative",3,-26
"Experiment 2","Phase 1","10","n","negative",3,-40
"Experiment 2","Phase 1","11","n","negative",3,-54
"Experiment 2","Phase 1","12","n","negative",3,-24
"Experiment 2","Phase 1","13","n","negative",3,-89
"Experiment 2","Phase 1","14","n","negative",3,26
"Experiment 2","Phase 1","15","n","negative",3,-16
"Experiment 2","Phase 1","16","n","negative",3,-23
"Experiment 2","Phase 1","17","n","negative",3,-80
"Experiment 2","Phase 1","18","n","negative",3,-80
"Experiment 2","Phase 1","19","n","negative",3,-71
"Experiment 2","Phase 1","20","n","negative",3,-80
"Experiment 2","Phase 1","21","n","negative",3,-33
"Experiment 2","Phase 1","22","n","negative",3,-100
"Experiment 2","Phase 1","23","n","negative",3,-26
"Experiment 2","Phase 1","24","n","negative",3,-50
"Experiment 2","Phase 1","25","n","negative",3,-100
"Experiment 2","Phase 1","26","n","negative",3,15
"Experiment 2","Phase 1","27","n","negative",3,11
"Experiment 2","Phase 1","28","n","negative",3,-40
"Experiment 2","Phase 1","29","n","negative",3,-95
"Experiment 2","Phase 1","30","n","negative",3,-26
"Experiment 2","Phase 1","31","n","negative",3,-86
"Experiment 2","Phase 1","32","n","negative",3,-80
"Experiment 2","Phase 1","33","n","negative",3,-80
"Experiment 2","Phase 1","34","n","negative",3,-59
"Experiment 2","Phase 1","1","p","positive",3,47
"Experiment 2","Phase 1","2","p","positive",3,23
"Experiment 2","Phase 1","3","p","positive",3,9
"Experiment 2","Phase 1","4","p","positive",3,100
"Experiment 2","Phase 1","5","p","positive",3,60
"Experiment 2","Phase 1","6","p","positive",3,43
"Experiment 2","Phase 1","7","p","positive",3,54
"Experiment 2","Phase 1","8","p","positive",3,58
"Experiment 2","Phase 1","9","p","positive",3,39
"Experiment 2","Phase 1","10","p","positive",3,21
"Experiment 2","Phase 1","11","p","positive",3,100
"Experiment 2","Phase 1","12","p","positive",3,14
"Experiment 2","Phase 1","13","p","positive",3,60
"Experiment 2","Phase 1","14","p","positive",3,50
"Experiment 2","Phase 1","15","p","positive",3,31
"Experiment 2","Phase 1","16","p","positive",3,57
"Experiment 2","Phase 1","17","p","positive",3,43
"Experiment 2","Phase 1","18","p","positive",3,80
"Experiment 2","Phase 1","19","p","positive",3,0
"Experiment 2","Phase 1","20","p","positive",3,20
